,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,단가
26291,부산광역시 수영구 남천동,148-4,148,4,삼익비치,131.27,201910,11,96000,12,1979,광안해변로 100,731.3171326274091
26743,부산광역시 해운대구 우동,1488,1488,0,대우월드마크센텀,134.69,201910,11,98500,12,2010,센텀동로 25,731.3089316207588
25063,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.8577,201910,9,62000,33,2017,아시아드대로146번길 1,730.6349335416821
25299,부산광역시 부산진구 범전동,9-151,9,151,동원,53.42,201910,19,38700,3,1982,양성로 23,724.4477723698989
25067,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.975,201910,12,61500,22,2017,아시아드대로146번길 1,723.7422771403354
25019,부산광역시 동래구 명륜동,757,757,0,명륜아이파크1단지,62.636,201910,30,45300,8,2013,명륜로 170,723.226259658982
26810,부산광역시 해운대구 우동,1527,1527,0,해운대자이 1단지,84.5368,201910,2,61000,19,2013,해운대로 435,721.5792412298549
26303,부산광역시 수영구 남천동,148-4,148,4,삼익비치,131.27,201910,25,94500,8,1979,광안해변로 100,719.8903024301059
26741,부산광역시 해운대구 우동,977,977,0,대우마리나3,59.81,201910,26,43000,3,1994,해운대해변로 115,718.9433205149641
25007,부산광역시 동래구 명륜동,757,757,0,명륜아이파크1단지,62.636,201910,5,45000,17,2013,명륜로 170,718.4366817804457
24712,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,102.38,201910,10,73500,12,2013,수영로 345,717.9136550107443
24672,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,59.94,201910,26,43000,21,2018,수영로 135,717.3840507173841
26258,부산광역시 수영구 광안동,1330,1330,0,쌍용예가디오션,112.0164,201910,4,80000,24,2014,광안로 20,714.1811377619705
26738,부산광역시 해운대구 우동,977,977,0,대우마리나3,59.81,201910,14,42700,11,1994,해운대해변로 115,713.9274368834642
24667,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,100.95,201910,19,72000,30,2018,수영로 135,713.224368499257
24671,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,100.95,201910,22,72000,26,2018,수영로 135,713.224368499257
24706,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,84.38,201910,5,60000,12,2013,수영로 345,711.068973690448
24723,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,84.38,201910,24,60000,16,2013,수영로 345,711.068973690448
24718,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,84.38,201910,16,60000,22,2013,수영로 345,711.068973690448
24659,부산광역시 남구 대연동,1865,1865,0,대연롯데캐슬,59.7866,201910,18,42500,3,2015,수영로325번길 61,710.8616312016405
24719,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,115.07,201910,18,81700,28,2013,수영로 345,710.0026071087165
26308,부산광역시 수영구 남천동,148-22,148,22,삼익타워,43.71,201910,7,31000,1,1977,남천동로 46,709.2198581560284
24676,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,59.94,201910,30,42500,13,2018,수영로 135,709.0423757090424
26352,부산광역시 수영구 민락동,765,765,0,부산더샵센텀포레,59.9415,201910,5,42500,3,2014,수영로 776,709.0246323498745
26837,부산광역시 해운대구 재송동,1200,1200,0,더샵센텀파크1차,84.6389,201910,1,60000,17,2005,센텀중앙로 145,708.8939010313225
26816,부산광역시 해운대구 우동,1527,1527,0,해운대자이 1단지,84.5368,201910,12,59900,11,2013,해운대로 435,708.5671565519395
26813,부산광역시 해운대구 우동,1527,1527,0,해운대자이 1단지,84.5368,201910,6,59900,6,2013,해운대로 435,708.5671565519395
26737,부산광역시 해운대구 우동,977,977,0,대우마리나3,101.72,201910,9,72000,13,1994,해운대해변로 115,707.8254030672434
25066,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.8577,201910,12,60000,29,2017,아시아드대로146번길 1,707.066064717757
25062,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.8577,201910,5,60000,25,2017,아시아드대로146번길 1,707.066064717757
25069,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.8577,201910,14,60000,6,2017,아시아드대로146번길 1,707.066064717757
24714,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,84.92,201910,12,60000,25,2013,수영로 345,706.547338671691
24644,부산광역시 남구 대연동,1903,1903,0,대연 SK VIEW Hills,84.9639,201910,27,60000,26,2018,수영로 261,706.1822727064083
24674,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,84.98,201910,28,60000,8,2018,수영로 135,706.0484819957637
26266,부산광역시 수영구 광안동,199-2,199,2,에이스 로얄 팰리스,49.3,201910,20,34800,8,2019,광남로 102,705.8823529411765
24707,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,84.92,201910,5,59900,29,2013,수영로 345,705.3697597739049
24727,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,84.38,201910,29,59500,4,2013,수영로 345,705.1433989096943
25070,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.8577,201910,19,59800,7,2017,아시아드대로146번길 1,704.7091778353645
24666,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,59.94,201910,14,42200,3,2018,수영로 135,704.0373707040374
26314,부산광역시 수영구 남천동,148-22,148,22,삼익타워,57.0,201910,30,40000,7,1977,남천동로 46,701.7543859649123
26360,부산광역시 수영구 민락동,774,774,0,센텀비스타동원2차,84.9275,201910,10,59400,20,2017,무학로63번길 142,699.420093609255
24683,부산광역시 남구 대연동,1808,1808,0,대연비치,42.93,201910,11,30000,13,1984,황령대로 504,698.8120195667366
26827,부산광역시 해운대구 우동,1432,1432,0,현대베네시티,169.1829,201910,16,118000,34,2005,해운대해변로 163,697.470016177758
24709,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,102.38,201910,8,71300,6,2013,수영로 345,696.4250830240281
26306,부산광역시 수영구 남천동,148-4,148,4,삼익비치,84.83,201910,31,59000,3,1979,광안해변로 100,695.5086643875987
25064,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.975,201910,10,59000,14,2017,아시아드대로146번길 1,694.3218593704031
26259,부산광역시 수영구 광안동,1330,1330,0,쌍용예가디오션,84.9897,201910,9,59000,15,2014,광안로 20,694.2017679789434
26309,부산광역시 수영구 남천동,148-22,148,22,삼익타워,57.0,201910,11,39500,8,1977,남천동로 46,692.9824561403509
26403,부산광역시 연제구 거제동,1519,1519,0,거제센트럴자이,59.9635,201910,18,41500,9,2018,법원북로 93,692.0876866760613
24700,부산광역시 남구 대연동,1808,1808,0,대연비치,66.87,201910,31,46175,12,1984,황령대로 504,690.5189173022281
25068,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,84.8927,201910,14,58500,7,2017,아시아드대로146번길 1,689.105188078598
24664,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,100.95,201910,12,69500,27,2018,수영로 135,688.4596334819217
24670,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,100.95,201910,22,69500,12,2018,수영로 135,688.4596334819217
24673,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,84.98,201910,26,58500,19,2018,수영로 135,688.3972699458695
25011,부산광역시 동래구 명륜동,757,757,0,명륜아이파크1단지,84.9949,201910,9,58500,14,2013,명륜로 170,688.2765907130898
26823,부산광역시 해운대구 우동,1529,1529,0,해운대자이 2단지,84.8053,201910,26,58300,6,2013,해운대로 435,687.4570339353791
25015,부산광역시 동래구 명륜동,757,757,0,명륜아이파크1단지,62.636,201910,17,43000,4,2013,명륜로 170,686.5061625902036
26838,부산광역시 해운대구 재송동,1200,1200,0,더샵센텀파크1차,84.6389,201910,3,58100,21,2005,센텀중앙로 145,686.4455941653306
26313,부산광역시 수영구 남천동,148-22,148,22,삼익타워,43.71,201910,26,30000,1,1977,남천동로 46,686.3417982155113
24713,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,84.92,201910,12,58000,5,2013,수영로 345,682.995760715968
24669,부산광역시 남구 대연동,1872,1872,0,대연롯데캐슬레전드1단지,84.95,201910,19,58000,28,2018,수영로 135,682.7545615067687
26264,부산광역시 수영구 광안동,1330,1330,0,쌍용예가디오션,84.98,201910,29,58000,3,2014,광안로 20,682.5135325959048
26257,부산광역시 수영구 광안동,1330,1330,0,쌍용예가디오션,84.9897,201910,3,57900,14,2014,광안로 20,681.2590231522173
26358,부산광역시 수영구 민락동,778,778,0,센텀비스타동원,84.8264,201910,15,57700,21,2017,수영로 754,680.2127639508454
26843,부산광역시 해운대구 재송동,1200,1200,0,더샵센텀파크1차,84.6389,201910,8,57500,11,2005,센텀중앙로 145,679.3566551550173
26797,부산광역시 해운대구 우동,1544,1544,0,해운대 동백 두산위브더제니스,84.54,201910,1,57400,26,2019,해운대로 540,678.9685356044475
26800,부산광역시 해운대구 우동,777,777,0,해운대 한신 휴플러스,84.8721,201910,25,57600,37,2014,해운대로 550,678.6682549389021
26298,부산광역시 수영구 남천동,148-4,148,4,삼익비치,131.27,201910,18,89000,1,1979,광안해변로 100,677.9919250399938
24726,부산광역시 남구 대연동,1858,1858,0,대연힐스테이트푸르지오,102.14,201910,27,69200,32,2013,수영로 345,677.5014685725474
26284,부산광역시 수영구 남천동,148-4,148,4,삼익비치,115.6,201910,7,78300,1,1979,광안해변로 100,677.3356401384084
