,아파트,가격,지역
565,원주시 무실 세영리첼 2차 ,26800,강원도 원주시 무실동
566,원주시 무실 세영리첼 2차 ,28800,강원도 원주시 무실동
567,극동스타클래스,16200,강원도 원주시 문막읍 건등리
568,서원주코아루아너스,20000,강원도 원주시 문막읍 건등리
569,서원주코아루아너스,20600,강원도 원주시 문막읍 건등리
570,신한,8100,강원도 원주시 문막읍 건등리
571,신한,8700,강원도 원주시 문막읍 건등리
572,신한,10000,강원도 원주시 문막읍 건등리
573,신한,9200,강원도 원주시 문막읍 건등리
574,신한,7200,강원도 원주시 문막읍 건등리
575,동보렉스6차,9000,강원도 원주시 문막읍 동화리
576,문막현진,6400,강원도 원주시 문막읍 동화리
577,반곡모아엘가,26300,강원도 원주시 반곡동
578,반곡모아엘가,25750,강원도 원주시 반곡동
579,반곡모아엘가,27000,강원도 원주시 반곡동
580,반곡모아엘가,25500,강원도 원주시 반곡동
581,반곡모아엘가,25000,강원도 원주시 반곡동
582,반곡벽산2차아파트,18400,강원도 원주시 반곡동
583,반곡벽산2차아파트,21500,강원도 원주시 반곡동
584,반곡벽산블루밍1차,17000,강원도 원주시 반곡동
585,반곡벽산블루밍1차,19000,강원도 원주시 반곡동
586,반곡벽산블루밍1차,18000,강원도 원주시 반곡동
587,반곡벽산블루밍1차,19000,강원도 원주시 반곡동
588,반곡벽산블루밍1차,24000,강원도 원주시 반곡동
589,반곡벽산블루밍1차,19750,강원도 원주시 반곡동
590,원주반곡아이파크,28800,강원도 원주시 반곡동
591,원주반곡아이파크,19300,강원도 원주시 반곡동
592,원주반곡아이파크,40700,강원도 원주시 반곡동
593,원주반곡아이파크,20700,강원도 원주시 반곡동
594,원주반곡아이파크,21000,강원도 원주시 반곡동
595,원주반곡아이파크,25500,강원도 원주시 반곡동
596,이편한세상 반곡,25600,강원도 원주시 반곡동
597,이편한세상 반곡,28000,강원도 원주시 반곡동
598,이편한세상 반곡,29000,강원도 원주시 반곡동
599,중흥에스-클래스프라디움,26000,강원도 원주시 반곡동
600,중흥에스-클래스프라디움,28000,강원도 원주시 반곡동
601,푸른숨 휴브레스,22000,강원도 원주시 반곡동
602,푸른숨 휴브레스,22800,강원도 원주시 반곡동
603,푸른숨 휴브레스,22000,강원도 원주시 반곡동
604,푸른숨 휴브레스,21700,강원도 원주시 반곡동
605,푸른숨엘에이치11단지,21300,강원도 원주시 반곡동
606,푸른숨엘에이치11단지,20600,강원도 원주시 반곡동
607,힐데스하임 5단지,27000,강원도 원주시 반곡동
608,힐데스하임 5단지,30000,강원도 원주시 반곡동
609,힐데스하임 5단지,31000,강원도 원주시 반곡동
610,힐데스하임 5단지,30950,강원도 원주시 반곡동
611,힐데스하임 5단지,23000,강원도 원주시 반곡동
612,삼익,10000,강원도 원주시 봉산동
613,삼익,9000,강원도 원주시 봉산동
614,삼익,8900,강원도 원주시 봉산동
615,삼익,9670,강원도 원주시 봉산동
616,삼익,8850,강원도 원주시 봉산동
617,삼익,9300,강원도 원주시 봉산동
618,아포리배말타운,15900,강원도 원주시 봉산동
619,아포리배말타운,17500,강원도 원주시 봉산동
620,아포리배말타운,16700,강원도 원주시 봉산동
621,아포리배말타운,18000,강원도 원주시 봉산동
622,아포리배말타운,16300,강원도 원주시 봉산동
623,아포리배말타운,16400,강원도 원주시 봉산동
624,아포리배말타운,15000,강원도 원주시 봉산동
625,아포리배말타운,17400,강원도 원주시 봉산동
626,현대,5200,강원도 원주시 봉산동
627,영진1차,5050,강원도 원주시 소초면 장양리
628,영진1차,7000,강원도 원주시 소초면 장양리
629,영진4차,2800,강원도 원주시 소초면 장양리
630,덕원,8200,강원도 원주시 우산동
631,덕원,8500,강원도 원주시 우산동
632,원주신일유토빌,17000,강원도 원주시 우산동
633,원주신일유토빌,14400,강원도 원주시 우산동
634,원주신일유토빌,20000,강원도 원주시 우산동
635,원주신일유토빌,16000,강원도 원주시 우산동
636,원주신일유토빌,16500,강원도 원주시 우산동
637,원주신일유토빌,15700,강원도 원주시 우산동
638,원주신일유토빌,13200,강원도 원주시 우산동
639,한라비발디2차,20000,강원도 원주시 우산동
640,한라비발디2차,20300,강원도 원주시 우산동
641,한라비발디2차,20350,강원도 원주시 우산동
642,한라비발디2차,21000,강원도 원주시 우산동
643,한라비발디2차,17000,강원도 원주시 우산동
644,한라비발디2차,17400,강원도 원주시 우산동
645,한라비발디2차,20600,강원도 원주시 우산동
646,원동주공2,7800,강원도 원주시 원동
647,원동진로,6400,강원도 원주시 원동
648,한주,12000,강원도 원주시 원동
649,우보삼성,8900,강원도 원주시 일산동
650,일산국제,12000,강원도 원주시 일산동
651,일산국제,11950,강원도 원주시 일산동
652,EG-the1 아파트,22500,강원도 원주시 지정면 가곡리
653,EG-the1 아파트,17400,강원도 원주시 지정면 가곡리
654,원주 롯데캐슬 더 퍼스트 1차,17800,강원도 원주시 지정면 가곡리
655,원주 롯데캐슬 더 퍼스트 1차,19700,강원도 원주시 지정면 가곡리
656,원주 롯데캐슬 더 퍼스트 1차,17950,강원도 원주시 지정면 가곡리
657,원주 롯데캐슬 더 퍼스트 1차,18800,강원도 원주시 지정면 가곡리
658,원주 롯데캐슬 더 퍼스트 2차,19300,강원도 원주시 지정면 가곡리
659,원주 롯데캐슬 더 퍼스트 2차,19000,강원도 원주시 지정면 가곡리
660,e편한세상 원주태장,18500,강원도 원주시 태장동
661,금광포란재1단지,8300,강원도 원주시 태장동
662,금광포란재1단지,12500,강원도 원주시 태장동
663,금광포란재1단지,9600,강원도 원주시 태장동
664,금광포란재1단지,8900,강원도 원주시 태장동
665,금광포란재1단지,8400,강원도 원주시 태장동
666,금광포란재1단지,13500,강원도 원주시 태장동
667,금광포란재1단지,12300,강원도 원주시 태장동
668,금광포란재1단지,14000,강원도 원주시 태장동
669,대흥2,7000,강원도 원주시 태장동
670,대흥2,6400,강원도 원주시 태장동
671,두진백로,6450,강원도 원주시 태장동
672,두진백로,3400,강원도 원주시 태장동
673,백운3차,6300,강원도 원주시 태장동
674,백운3차,3900,강원도 원주시 태장동
675,백운3차,6500,강원도 원주시 태장동
676,삼정백조,4900,강원도 원주시 태장동
677,삼정백조,8450,강원도 원주시 태장동
678,성호2차샤인힐즈,9300,강원도 원주시 태장동
679,성호2차샤인힐즈,10000,강원도 원주시 태장동
680,성호2차샤인힐즈,8500,강원도 원주시 태장동
681,요진보네르카운티2차,15000,강원도 원주시 태장동
682,요진보네르카운티2차,18300,강원도 원주시 태장동
683,요진보네르카운티2차,14950,강원도 원주시 태장동
684,태봉우성2,9000,강원도 원주시 태장동
685,태봉우성2,8000,강원도 원주시 태장동
686,태장동 성호아파트,6000,강원도 원주시 태장동
687,태장동 성호아파트,6000,강원도 원주시 태장동
688,태장동 성호아파트,6400,강원도 원주시 태장동
689,태장동 성호아파트,5900,강원도 원주시 태장동
690,태장동보렉스(8차),8500,강원도 원주시 태장동
691,태장주공2,9000,강원도 원주시 태장동
692,태장주공2,5000,강원도 원주시 태장동
693,태장주공3,6000,강원도 원주시 태장동
694,태장주공3,6500,강원도 원주시 태장동
695,태장주공3,7800,강원도 원주시 태장동
696,현대,8530,강원도 원주시 태장동
697,현대,9000,강원도 원주시 태장동
698,흥화브라운빌,15000,강원도 원주시 태장동
699,거장2차아파트,4300,강원도 원주시 판부면 서곡리
700,거장2차아파트,6800,강원도 원주시 판부면 서곡리
701,거장2차아파트,4170,강원도 원주시 판부면 서곡리
702,원주더샾아파트,34000,강원도 원주시 판부면 서곡리
703,원주더샾아파트,25700,강원도 원주시 판부면 서곡리
704,삼천리1,8000,강원도 원주시 학성동
705,삼천리2,7000,강원도 원주시 학성동
706,삼천리3,10300,강원도 원주시 학성동
707,건영,8400,강원도 원주시 행구동
708,건영,15500,강원도 원주시 행구동
709,건영,8000,강원도 원주시 행구동
710,건영,13400,강원도 원주시 행구동
711,건영,15000,강원도 원주시 행구동
712,건영,8800,강원도 원주시 행구동
713,행구금강아미움아파트,17000,강원도 원주시 행구동
714,행구금강아미움아파트,18900,강원도 원주시 행구동
715,현대,11500,강원도 원주시 행구동
716,현대,9500,강원도 원주시 행구동
717,현대,8500,강원도 원주시 행구동
718,현대,12500,강원도 원주시 행구동
719,효성백년가약,22000,강원도 원주시 행구동
720,효성백년가약,22800,강원도 원주시 행구동
721,효성백년가약,19800,강원도 원주시 행구동
722,효성백년가약,20500,강원도 원주시 행구동
723,효성백년가약,20300,강원도 원주시 행구동
724,효성백년가약,21000,강원도 원주시 행구동
725,현대,8500,강원도 원주시 흥업면 매지리
726,남원주두산위브,16800,강원도 원주시 흥업면 흥업리
727,흥업경동아파트,7500,강원도 원주시 흥업면 흥업리
728,흥업경동아파트,6000,강원도 원주시 흥업면 흥업리
729,넥슨아파트,16000,강원도 인제군 북면 원통리
730,대진,5000,강원도 인제군 북면 원통리
731,"혜진1차A,B동",7000,강원도 인제군 북면 원통리
732,혜진2차,4200,강원도 인제군 북면 원통리
733,산호,5000,강원도 인제군 서화면 천도리
734,한양쉐르빌(101동),8800,강원도 인제군 인제읍 덕산리
735,멀미주공,3100,강원도 정선군 남면 무릉리
736,묵산주공,2800,강원도 정선군 남면 무릉리
737,묵산주공,2000,강원도 정선군 남면 무릉리
738,정선수려안,8000,강원도 정선군 남면 문곡리
739,도사곡주공2,2800,강원도 정선군 사북읍 사북리
740,사북선명2차,16000,강원도 정선군 사북읍 사북리
741,영동,1300,강원도 정선군 사북읍 사북리
742,북실주공,3900,강원도 정선군 정선읍 북실리
743,이강아리채3단지,19300,강원도 정선군 정선읍 애산리
744,이강아리채3단지,19300,강원도 정선군 정선읍 애산리
745,이강아리채3단지,19300,강원도 정선군 정선읍 애산리
746,이강아리채3단지,19300,강원도 정선군 정선읍 애산리
747,명품ESA,18000,강원도 철원군 갈말읍 지포리
748,지포리도성,14500,강원도 철원군 갈말읍 지포리
749,한국개나리,7000,강원도 철원군 동송읍 이평리
750,신원백마,8300,강원도 철원군 서면 와수리
751,신원백마,9000,강원도 철원군 서면 와수리
752,산호그린빌,9500,강원도 철원군 철원읍 화지리
753,산호그린빌,9000,강원도 철원군 철원읍 화지리
754,산호그린빌,9650,강원도 철원군 철원읍 화지리
755,산호그린빌,10000,강원도 철원군 철원읍 화지리
756,신성미소지움,17800,강원도 춘천시 근화동
757,신성미소지움,23800,강원도 춘천시 근화동
758,신성미소지움,20000,강원도 춘천시 근화동
759,부영1차,17600,강원도 춘천시 동내면 거두리
760,부영1차,17000,강원도 춘천시 동내면 거두리
761,부영2차,18000,강원도 춘천시 동내면 거두리
762,부영3차,15900,강원도 춘천시 동내면 거두리
763,부영3차,16300,강원도 춘천시 동내면 거두리
764,초록지붕,18000,강원도 춘천시 동내면 거두리
765,현대성우오스타,23800,강원도 춘천시 동내면 거두리
766,호반베르디움,21000,강원도 춘천시 동내면 거두리
767,호반베르디움,20300,강원도 춘천시 동내면 거두리
768,춘천KCC스위첸,24200,강원도 춘천시 동면 만천리
769,춘천KCC스위첸,19300,강원도 춘천시 동면 만천리
770,한일유앤아이,17800,강원도 춘천시 동면 만천리
771,한일유앤아이,18300,강원도 춘천시 동면 만천리
772,한일유앤아이,18250,강원도 춘천시 동면 만천리
773,한일유앤아이,19000,강원도 춘천시 동면 만천리
774,한일유앤아이,28000,강원도 춘천시 동면 만천리
775,두산위브,21700,강원도 춘천시 동면 장학리
776,두산위브,20800,강원도 춘천시 동면 장학리
777,장학엘에이치해온채,22300,강원도 춘천시 동면 장학리
778,춘천장학아이파크,24800,강원도 춘천시 동면 장학리
779,춘천장학아이파크,25000,강원도 춘천시 동면 장학리
780,롯데캐슬1단지,18000,강원도 춘천시 사농동
781,춘천뉴시티코아루,20400,강원도 춘천시 사농동
782,현대,18000,강원도 춘천시 사농동
783,현대,16300,강원도 춘천시 사농동
